64005;1588
64014;296
64024;588
64031;65
64038;1579
64044;1577
64052;1578
64057;5
64062;354
64095;65
64101;992
72414;5
72421;246
72441;453
64106;991
72428;634
72449;3
72456;65
64147;358
64152;356
64173;765
64186;766
64208;769
64219;768
64239;771
72477;763
72483;764
64201;1488
64226;772
76354;770
64257;428
64262;85
64285;724
64291;722
64296;723
72497;430
72502;725
72508;726
76350;721
76353;728
76352;727
76351;427
64302;1415
64322;1416
64340;1558
64354;1417
64372;1361
64389;1360
64408;1414
64419;495
64435;1411
64445;497
76349;1591
64457;579
64466;1023
64475;13
64484;354
64490;65
64500;20
64516;321
72515;320
72521;323
72528;65
64522;322
76348;4
72536;619
64562;1251
64567;1253
64572;1250
64577;1252
64582;1254
64589;1255
72554;1256
64607;13
64619;65
64624;573
72563;16
76345;604
76347;835
76346;833
64646;989
64669;368
64674;1010
64680;451
64685;750
64651;749
64657;1015
64663;1009
64690;1011
64695;1012
64701;1013
64713;0
64719;0
64726;0
64731;0
64739;0
64745;0
64750;0
64767;17
64775;1088
64794;1090
64757;1084
64762;1086
64787;1089
64803;1085
64808;1087
64813;1284
64818;558
64823;1217
64845;561
64867;38
72580;17
72588;1218
72597;1220
72606;1219
72612;1221
72622;1222
72641;16
72648;20
64989;199
64995;13
65000;65
65007;200
65013;683
65019;72
65025;122
65032;684
65037;278
65042;91
72688;72
65055;958
65061;963
65067;957
65075;962
65081;581
65090;961
65098;968
65107;709
65112;956
65119;200
65124;960
65130;1068
65150;0
65155;0
65162;0
72694;0
65145;0
65168;1239
65173;1241
65185;1240
65190;1583
65178;1242
65201;1584
;1243
65252;419
72701;13
72707;1177
72712;1202
72720;1363
72725;63
72732;225
76582
76572
65287;13
65293;65
65304;16
65310;379
65323;573
65338;13
65347;65
65380;453
65397;1177
65402;1301
65417;922
65355;1302
65361;623
65367;749
65423;13
65431;1549
65439;5
65445;246
65459;1606
65451;565
72739;694
72745;836
72750;915
72757
72762;837
72768;893
65624;775
72774;16
72817;1123
72830;38
72851;774
72867;749
72880;776
72897;1443
72785;1444
72804;20
65672;978
65676;1589
65700;16
72919;229
72911;17
72931;606
72943;49
65747;1465
72952;1077
72960;46
72966;1212
72976;51
72986;1615
72994;1213
65775;46
65781;580
65788;13
65793;65
65799;115
65804;264
65809;711
65814;1618
65821;641
65828;1619
65835;122
65841;1197
65861;5
65867;801
65880;16
65893;135
65902;13
65912;323
73005;65
65846;11
65854;64
65927;69
65920;71
73011;0
65942;0
65951;148
65963;1311
65975;1313
65981;1312
65957;606
65969;695
65988;13
65993;246
66002;1306
66012;1307
65998;606
66007;572
73018;381
73025;3
73032;329
73039;1038
73052;113
73058;388
73046;1029
66114;1030
73067;329
73073;3
66119;562
73091;122
73097;564
73104;520
73115;13
73121;72
73126;97
73133;18
76344;96
66176;61
66182;13
66188;91
66194;65
66175;0
76337;733
76343;732
76342;558
76341;734
76340;735
76339;185
76338;730
66204;13
66212;16
66219;560
66227;97
66237;368
66245;1367
66252;1177
66264;1123
66274;1561
73138;3
73149;6
76335;381
76336;196
73191;829
73164;3
73176;65
76334;1021
66315;3
66325;65
76331;61
76333;1021
76332;184
73200;3
73207;329
66378;329
73214;3
66366;1029
66384;1028
66402;329
73220;320
66461;590
73227;13
73235;200
73245;122
73259;793
73266;1557
66468;13
66474;66
66481;200
66488;65
66494;184
66501;122
66508;590
66520;793
66526;792
66536;791
66541;371
73277;1201
66560;1199
73283;246
66580;65
66570;5
66575;323
76329;1586
76330;1585
66587;97
66594;229
66602;13
66609;781
66623;604
66646;16
73297;605
66616;863
66662;314
66668;1420
66677;316
66700;755
66707;756
66714;354
66721;1080
66728;1421
66736;1083
66745;394
73312;312
66751;937
66757;1495
66763;1497
66781;944
66807;1502
66812;1499
66817;1501
66822;1384
66768;939
66775;943
73318;1122
73333;604
73323;1581
73328;0
73339;936
66859;173
66870;706
76326;229
76328;16
76327;63
66884;238
66891;1435
66899;614
66905;616
66914;739
66923;744
66937;404
66949;16
66951;1131
66954;1484
66955;39
66960;1123
66963;1482
73344;1481
66952;1483
66953;1127
66957;1128
66964;1124
66965;1132
66968;1129
66970;1125
67009;651
73348;694
73360;1207
73379;652
73395;1210
73468;1209
73428;1208
67145;397
67151;1468
67156;1470
67162;1469
67167;200
67174;581
76321;1472
76325;1471
76324;1474
76323;1473
76322;628
76493;960
76494;1467
67203;1151
67211;1150
67182;1154
67188;1152
67193;1155
67198;1358
73502;0
73511;0
73525;0
73533;0
67262;13
67268;278
67278;379
67289;63
67295;229
67319;1177
67330;640
67340;1007
73544;1466
73551;13
73558;657
73561;1004
73562;694
73564;1005
67323;1273
67337;1480
73567;1478
67360;66
67367;184
67383;1020
73571;13
67389;1019
67395;13
67413;200
67425;65
67433;122
76320;218
67444;3
67451;246
67460;801
67467;65
67472;13
67482;87
67491;122
67499;278
67507;193
67477;185
76319;192
67516;196
67522;3
67573;323
67601;1537
72029;66
72043;781
72066;949
72072;950
72077;951
72082;246
72036;661
72048;662
72061;815
67609;13
67636;1318
67648;97
76318;709
73581;0
73602;1317
67618;1319
67673;1320
67687;963
67717;960
73592;200
67773;210
73614;13
73621;97
73628;87
73638;211
73645;388
76315;61
76317;1559
76316;418
67786;342
67794;13
67811;65
67828;16
67842;675
73652;674
73661;676
67834;1037
67848;1391
67854;390
67860;64
73676;128
73682;989
67871;4
76312;1011
76314;1564
76313;1563
73693;13
73698;66
73688;5
73704;696
73712;184
73725;1021
73749;1358
73767;1330
73780;1154
73795;1333
73811;1328
73820;1587
68049;4
68056;117
68062;633
68069;630
73827;13
73838;65
73844;246
76309;255
76311;790
76310;789
68166;892
73854;13
73862;16
73870;573
73879;833
73935;39
73946;453
73955;246
73963;1404
76308;745
73891;738
73904;739
73915;743
73923;744
68257;13
73972;65
73980;694
73989;836
73994;1304
74001;1305
74007;695
68264;13
68271;246
68287;122
76307;980
68430;122
74045;13
74075;65
74114;979
74056;200
74097;980
68520;13
68525;65
68535;200
68556;961
68569;203
68592;1455
68582;705
68717;1454
68731;13
68737;16
68749;17
74193;604
74199;453
68743;671
76306;1132
68767;1394
68780;1396
68794;1398
68808;1397
68822;695
68829;1401
68837;1399
68844;1400
68853;1402
68876;1365
68925;1180
68947;711
68932;965
68940;1179
68954;1181
76302;371
76305;1536
76304;709
76303;200
69007;1318
69031;913
69038;914
69063;1262
74231;13
74249;17
74264;418
74275;18
69074;0
69094;829
69114;449
69099;381
69104;903
69157;0
74292;0
74298;0
74307;0
74314;0
74325;0
69187;607
69170;1191
69176;1236
69182;0
69193;975
69200;0
69206;974
69214;0
69227;973
76301;218
69234;13
69265;1177
69272;18
69245;38
74332;13
74345;0
74350;16
74355;1123
69278;1380
69285;1382
69296;17
69313;1379
69320;1381
69330;1383
74337;936
69377;1427
69390;1202
69397;388
74373;1430
74380;1431
74385;1425
69403;960
69410;1426
69441;516
74361;1429
74367;1434
74393;200
74400;21
74409;1291
76297;1424
76300;1432
76299;1428
76298;1433
69458;635
69467;0
69476;753
69486;0
69520;229
69527;122
69496;307
69501;329
69509;683
69535;592
69548;302
69553;304
69559;288
69576;531
69589;287
69598;529
69615;530
69631;534
69650;1073
69667;1072
69682;1203
76282;540
76296;536
76295;538
76294;541
76293;1070
76292;1475
76291;1405
76290;539
76289;1309
76288;537
76287;291
76286;284
76285;1074
76284;528
76283;1072
69697;13
69703;65
69711;246
69717;509
69723;18
69729;1177
69735;16
69761;115
69767;429
69774;1335
69781;453
69786;0
76281;867
74423;388
74431;804
74440;163
74448;808
74456;805
76277;809
76280;807
76279;810
76278;806
69834;64
69841;664
69885;87
74464;794
74471;795
74481;203
74490;581
76273;730
76276;65
76275;119
76274;582
69929;672
69936;269
74501;272
74511;273
74520;265
74532;246
74539;270
74546;13
76272;673
69960;801
69967;246
69973;1106
69993;620
70044;97
70051;621
70059;264
70064;622
70070;623
70077;1156
70084;1157
70092;626
74589;447
74599;442
74618;1376
74642;200
70121;628
70206;710
70213;1378
74566;1375
74576;1377
74629;1373
74635;0
70220;1102
70231;1103
70243;429
70258;426
70305;1104
70315;1105
74651;1100
74667;1101
74684;246
74695;264
74703;65
74715;436
74725;440
74733;441
74769;0
74745;434
74758;437
76269;438
76271;435
76270;439
70425;329
70418;3
74775;45
70439;13
70443;65
70448;200
70453;122
70463;117
70467;590
74781;1114
74800;91
70566;1314
74806;13
74813;66
74820;65
74829;184
74845;525
74858;66
74867;184
74882;954
74888;955
74851;4
70620;717
70631;1446
70650;1445
70637;719
70643;720
70655;388
70688;273
70697;897
74894;99
74899;895
74905;896
74914;898
70716;167
70722;552
70728;553
70732;554
70763;1595
74920;932
74925;1211
70738;184
70747;148
75764;876
75770;200
75778;122
75784;252
75804;960
75814;863
75791;877
75797;878
75809;1171
76495;1418
76496;1419
74955;1223
74974;1569
70857;977
74932;1225
74939;1224
74946;1046
74964;1568
76268;1227
70926;16
70936;604
70954;1216
70985;1215
74986;750
75006;1276
70965;516
70993;514
71017;515
74996;918
71049;31
71057;18
75031;36
75040;34
75049;749
75059;989
75069;1336
71103;1334
71112;566
71212;13
71220;18
71228;65
71234;188
71243;1392
71250;122
71270;1567
71282;200
71264;117
71277;699
71303;230
71288;1494
75127;649
71372;0
71390;0
71451;1438
75185;18
75190;398
75208;393
75214;397
75269;1489
75200;400
75222;394
75228;628
75233;629
75239;1436
75295;0
75332;51
75348;1212
75385;1213
76263;46
76267;49
76266;1615
76265;1614
76264;1077
71619;0
71628;0
71634;0
71679;200
71695;246
71700;1177
71705;1245
71712;13
71718;5
71723;499
71736;927
71747;274
71742;928
71757;431
71767;607
71774;433
71783;432
71791;1593
71795;3
71800;425
71805;329
71810;670
71820;17
71828;16
71835;13
71846;671
71664;0
71673;0
71642;0
71654;0
76404;0
76403;0
76446;0
76445;0
76444;0
76442;0
76439;0
76441;0
76440;0
76443;0
76438;0
76430;0
76431;0
76432;0
76433;0
76434;0
76435;0
76436;0
76437;0
76429;0
76462;573
76472;689
76471;13
76470;16
76469;664
76468;686
76467;3
76466;687
76465;688
76464;685
76463;65
76426;0
76427;0
76428;0
76422;0
76425;0
76424;0
76423;0
76415;0
76421;0
76420;0
76419;0
76418;0
76416;0
76417;0
76411;0
76414;0
76413;0
76412;0
76405;0
76410;0
76409;0
76407;0
76406;0
76408;0
76480;45
76482;136
76481;329
76476;666
76479;1503
76478;13
76477;65
76473;1508
76475;1509
76474;1510
