61832;13
61837;18
61850;246
61856;634
61864;1177
61870;1316
61877;227
61884;1196
61895;428
61901;13
61907;249
61913;115
61919;31
61925;18
72103;383
72089;579
72096;510
61957;13
61978;1031
61983;802
61989;1177
61995;246
62001;5
62008;18
62013;1393
62030;18
62043;749
62057;17
62064;781
62076;1093
76262;0
62018;246
62096;18
62102;1197
62109;1198
62118;65
62128;252
62140;1527
62163;1528
62233;551
62239;5
62197;397
62203;200
62208;811
62214;812
62219;813
62226;1408
76371;0
62244;817
62249;72
62256;65
62264;73
62270;573
62280;76
62287;74
62294;910
62307;329
62300;11
62326;1247
62331;13
62337;16
62346;65
62352;229
62362;1291
76370;453
62367;0
62373;0
62383;0
62388;1033
62394;3
62401;329
62407;1034
62413;364
62420;13
62429;117
62436;61
62441;388
62468;389
62448;97
62454;275
62460;387
62482;13
62487;249
62492;264
62499;793
62505;795
62512;400
62518;1110
76369;252
62524;1350
62543;1345
62549;1111
62555;203
62530;1349
62536;1348
62566;65
62578;13
62583;780
62590;117
62597;630
76368;777
62602;13
62608;65
62616;120
62626;1582
62628;3
62633;65
62640;390
62648;13
62656;200
62664;506
62678;388
62690;390
62684;1364
62893;522
62904;523
62917;1184
62930;1229
62882;524
62899;1182
62908;1177
62920;1185
62940;13
62946;65
62958;13
62976;200
62983;629
62964;122
62970;397
62988;1604
62995;1291
63004;697
72150;135
72159;72
72177;65
63011;144
63017;138
63023;250
63030;252
63038;1039
63064;645
63070;1066
63050;0
63057;647
63082;648
63087;0
76366;594
76367;739
63092;1485
63102;250
63107;252
63112;200
63129;1039
63134;0
63149;590
63163;1486
63139;592
63144;0
63156;0
63168;0
76364;1040
76365;247
63173;16
63181;352
63188;5
63193;13
63201;65
63210;1043
63219;699
63228;229
63235;84
63245;1571
63264;5
63296;133
63270;13
63279;606
63287;17
72215;85
72228;428
72241;16
72253;1112
72265;932
72278;459
71919;17
71953;517
71980;21
63442;0
71988;0
72304;136
72311;390
63488;858
63502;859
63516;1308
63540;122
63554;1439
63641;400
63528;200
63567;699
63583;1440
63598;1442
63623;1441
63652;609
63660;610
63673;1354
63679;265
63688;1288
63697;229
63702;1357
63713;1356
63667;993
63708;1355
63718;13
63728;65
72317;122
72327;200
72338;1600
72345;1590
72356;1605
72333;565
63781;199
63792;206
63797;207
63803;13
63787;202
63813;128
76362;996
76363;394
63818;223
63825;13
63836;65
63852;682
76361;275
63886;418
76360;419
63864;573
63872;16
72371;65
72378;13
72384;730
72394;592
63925;757
63932;758
63939;759
63946;760
63956;977
63964;16
63970;13
63975;229
63982;63
63987;265
72402;1046
72408;84
76355;1047
76359;604
76358;1048
76357;1045
76356;354
